match_id,season,date,team1,team2,venue,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,city
453,2014,2014-08-30,Mumbai Indians,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",Sunrisers Hyderabad,field,Mumbai Indians,68,0,Tilak Varma,Mumbai
454,2014,2014-07-09,Kolkata Knight Riders,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,Kolkata Knight Riders,30,0,Venkatesh Iyer,Mohali
455,2014,2014-09-05,Rajasthan Royals,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,field,Rajasthan Royals,0,1,Sanju Samson,Pune
456,2014,2014-05-17,Mumbai Indians,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,field,Mumbai Indians,84,0,Naman Dhir,Mumbai
457,2014,2014-09-11,Rajasthan Royals,Royal Challengers Bengaluru,"Holkar Cricket Stadium, Indore",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,0,7,Krunal Pandya,Indore
458,2014,2014-09-14,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,bat,Kolkata Knight Riders,0,5,Manish Pandey,Ahmedabad
459,2014,2014-07-19,Delhi Capitals,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Delhi Capitals,bat,Sunrisers Hyderabad,21,0,Abhishek Sharma,Mumbai
460,2014,2014-07-21,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,2,Angkrish Raghuvanshi,Jaipur
461,2014,2014-05-22,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,field,Punjab Kings,5,0,Marcus Stoinis,Jaipur
462,2014,2014-09-26,Sunrisers Hyderabad,Rajasthan Royals,"DY Patil Stadium, Mumbai",Rajasthan Royals,bat,Rajasthan Royals,0,8,Nitish Kumar Reddy,Mumbai
463,2014,2014-09-29,Mumbai Indians,Chennai Super Kings,"Holkar Cricket Stadium, Indore",Chennai Super Kings,bat,Mumbai Indians,0,9,Hardik Pandya,Indore
464,2014,2014-10-02,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Kolkata Knight Riders,21,0,Venkatesh Iyer,Kolkata
465,2014,2014-07-31,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,Sunrisers Hyderabad,9,0,Abhishek Sharma,Jaipur
466,2014,2014-10-08,Rajasthan Royals,Delhi Capitals,"Holkar Cricket Stadium, Indore",Delhi Capitals,field,Delhi Capitals,78,0,Karun Nair,Indore
467,2014,2014-05-28,Punjab Kings,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,bat,Punjab Kings,10,0,Musheer Khan,Lucknow
468,2014,2014-10-14,Delhi Capitals,Mumbai Indians,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Mumbai Indians,field,Mumbai Indians,0,8,namin thir,Dharamsala
469,2015,2015-03-25,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,Punjab Kings,82,0,Nehal Wadhera,Mohali
470,2015,2015-03-27,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,37,0,Abhishek Sharma,Hyderabad
471,2015,2015-03-29,Sunrisers Hyderabad,Delhi Capitals,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,74,0,Adam Rossington,Mumbai
472,2015,2015-03-28,Royal Challengers Bengaluru,Delhi Capitals,"DY Patil Stadium, Mumbai",Delhi Capitals,bat,Royal Challengers Bengaluru,34,0,Rajat Patidar,Mumbai
473,2015,2015-03-29,Kolkata Knight Riders,Chennai Super Kings,"Holkar Cricket Stadium, Indore",Chennai Super Kings,bat,Chennai Super Kings,11,0,Vijay Shankar,Indore
474,2015,2015-04-09,Mumbai Indians,Sunrisers Hyderabad,"Holkar Cricket Stadium, Indore",Mumbai Indians,field,Mumbai Indians,74,0,namin thir,Indore
475,2015,2015-04-12,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Rajasthan Royals,0,1,Dhruv Jurel,Kolkata
476,2015,2015-04-15,Punjab Kings,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,Rajasthan Royals,0,8,Sanju Samson,Mumbai
477,2015,2015-04-02,Punjab Kings,Royal Challengers Bengaluru,"Brabourne Stadium, Mumbai",Punjab Kings,bat,Punjab Kings,47,0,Musheer Khan,Mumbai
478,2015,2015-04-03,Royal Challengers Bengaluru,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,Rajasthan Royals,24,0,Nitish Kumar Reddy,Delhi
479,2015,2015-04-24,Sunrisers Hyderabad,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,Chennai Super Kings,24,0,MS Dhoni,Jaipur
480,2015,2015-04-27,Kolkata Knight Riders,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,4,Heinrich Klaasen,Chennai
481,2015,2015-04-06,Royal Challengers Bengaluru,Kolkata Knight Riders,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,0,9,Manoj Bhandage,Dharamsala
482,2015,2015-04-20,Delhi Capitals,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,Delhi Capitals,0,1,Karun Nair,Mohali
483,2015,2015-05-06,Rajasthan Royals,Kolkata Knight Riders,"Holkar Cricket Stadium, Indore",Rajasthan Royals,field,Kolkata Knight Riders,47,0,Manish Pandey,Indore
484,2015,2015-04-09,Delhi Capitals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,bat,Mumbai Indians,0,9,Ishan Kishan,Jaipur
485,2015,2015-05-12,Rajasthan Royals,Royal Challengers Bengaluru,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,37,0,Devdutt Padikkal,Hyderabad
486,2015,2015-05-15,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,2,Abhishek Sharma,Kolkata
487,2015,2015-04-30,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,field,Punjab Kings,0,7,Musheer Khan,Bengaluru
488,2015,2015-05-02,Punjab Kings,Sunrisers Hyderabad,"Holkar Cricket Stadium, Indore",Sunrisers Hyderabad,field,Punjab Kings,0,3,Nehal Wadhera,Indore
489,2015,2015-05-24,Rajasthan Royals,Delhi Capitals,"Brabourne Stadium, Mumbai",Rajasthan Royals,bat,Rajasthan Royals,9,0,Nitish Kumar Reddy,Mumbai
490,2015,2015-05-06,Mumbai Indians,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Mumbai Indians,bat,Mumbai Indians,84,0,Tilak Varma,Dharamsala
491,2015,2015-05-30,Rajasthan Royals,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,field,Chennai Super Kings,22,0,Ruturaj Gaikwad,Bengaluru
492,2015,2015-05-10,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Delhi Capitals,field,Delhi Capitals,35,0,Vipraj Nigam,Hyderabad
493,2015,2015-04-18,Royal Challengers Bengaluru,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Delhi Capitals,0,5,Axar Patel,Ahmedabad
494,2015,2015-04-19,Punjab Kings,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,field,Punjab Kings,39,0,Shreyas Iyer,Bengaluru
495,2015,2015-04-20,Mumbai Indians,Rajasthan Royals,"Holkar Cricket Stadium, Indore",Rajasthan Royals,field,Mumbai Indians,63,0,namin thir,Indore
496,2015,2015-05-18,Punjab Kings,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,25,0,Devdutt Padikkal,Mumbai
497,2015,2015-04-22,Sunrisers Hyderabad,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Sunrisers Hyderabad,81,0,Ishan Kishan,Bengaluru
498,2015,2015-06-20,Rajasthan Royals,Royal Challengers Bengaluru,"DY Patil Stadium, Mumbai",Royal Challengers Bengaluru,field,Rajasthan Royals,18,0,Kunal Rathore,Mumbai
499,2015,2015-06-23,Chennai Super Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,Delhi Capitals,42,0,Jake Fraser-McGurk,Mohali
500,2015,2015-04-25,Royal Challengers Bengaluru,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,57,0,Tim David,Ahmedabad
501,2015,2015-04-26,Mumbai Indians,Chennai Super Kings,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,field,Mumbai Indians,64,0,Suryakumar Yadav,Chennai
502,2015,2015-04-27,Punjab Kings,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,bat,Delhi Capitals,0,1,Tristan Stubbs,Dharamsala
503,2015,2015-06-01,Sunrisers Hyderabad,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,bat,Mumbai Indians,49,0,namin thir,Ahmedabad
504,2015,2015-07-08,Mumbai Indians,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Mumbai Indians,field,Punjab Kings,5,0,Nehal Wadhera,Dharamsala
505,2015,2015-04-30,Punjab Kings,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Punjab Kings,0,6,Josh Inglis,Dharamsala
506,2015,2015-07-14,Mumbai Indians,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,field,Mumbai Indians,47,0,Rohit Sharma,Pune
507,2015,2015-07-17,Kolkata Knight Riders,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,field,Kolkata Knight Riders,0,2,Cameron Green,Bengaluru
508,2015,2015-07-20,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Kolkata Knight Riders,21,0,Ramandeep Singh,Mumbai
509,2015,2015-06-13,Chennai Super Kings,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,bat,Chennai Super Kings,69,0,Rachin Ravindra,Lucknow
510,2015,2015-06-15,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Kolkata Knight Riders,49,0,Andre Russell,Bengaluru
511,2015,2015-05-06,Royal Challengers Bengaluru,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,field,Punjab Kings,63,0,Nehal Wadhera,Pune
512,2015,2015-06-19,Royal Challengers Bengaluru,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,Rajasthan Royals,0,9,Shimron Hetmyer,Hyderabad
513,2015,2015-06-21,Chennai Super Kings,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,field,Rajasthan Royals,82,0,Dhruv Jurel,Kolkata
514,2015,2015-06-23,Royal Challengers Bengaluru,Mumbai Indians,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,field,Mumbai Indians,0,9,namin thir,Lucknow
515,2015,2015-08-10,Sunrisers Hyderabad,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,bat,Chennai Super Kings,83,0,Ravindra Jadeja,Ahmedabad
516,2015,2015-08-13,Chennai Super Kings,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,bat,Mumbai Indians,5,0,Ishan Kishan,Ahmedabad
517,2015,2015-05-12,Chennai Super Kings,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,field,Kolkata Knight Riders,76,0,Manish Pandey,Bengaluru
518,2015,2015-08-19,Mumbai Indians,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,bat,Royal Challengers Bengaluru,63,0,Krunal Pandya,Bengaluru
519,2015,2015-08-22,Chennai Super Kings,Kolkata Knight Riders,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field,Kolkata Knight Riders,0,7,Andre Russell,Dharamsala
520,2015,2015-07-05,Mumbai Indians,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,bat,Sunrisers Hyderabad,28,0,Abhishek Sharma,Lucknow
521,2015,2015-08-28,Chennai Super Kings,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,bat,Chennai Super Kings,0,3,Shivam Dube,Bengaluru
522,2015,2015-08-31,Chennai Super Kings,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",Sunrisers Hyderabad,field,Sunrisers Hyderabad,14,0,Heinrich Klaasen,Mumbai
523,2015,2015-09-03,Royal Challengers Bengaluru,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,Rajasthan Royals,0,6,Riyan Parag,Jaipur
524,2015,2015-07-13,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,4,Shahbaz Ahmed,Hyderabad
525,2015,2015-07-15,Rajasthan Royals,Royal Challengers Bengaluru,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,1,Manoj Bhandage,Mohali
526,2015,2015-07-17,Royal Challengers Bengaluru,Punjab Kings,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,bat,Punjab Kings,36,0,Josh Inglis,Mumbai
527,2015,2015-07-19,Chennai Super Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,bat,Chennai Super Kings,0,4,Shaik Rasheed,Mohali
528,2015,2015-05-23,Rajasthan Royals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,8,Heinrich Klaasen,Delhi
529,2015,2015-09-21,Punjab Kings,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,field,Punjab Kings,0,7,Prabhsimran Singh,Pune
530,2015,2015-07-25,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,30,0,Travis Head,Hyderabad
531,2015,2015-09-27,Sunrisers Hyderabad,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,Mumbai Indians,65,0,Hardik Pandya,Delhi
532,2016,2016-03-22,Mumbai Indians,Punjab Kings,"Brabourne Stadium, Mumbai",Punjab Kings,bat,Mumbai Indians,51,0,Ishan Kishan,Mumbai
533,2016,2016-03-24,Kolkata Knight Riders,Gujarat Lions,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,Kolkata Knight Riders,56,0,Angkrish Raghuvanshi,Chennai
534,2016,2016-03-24,Kolkata Knight Riders,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Delhi Capitals,79,0,Karun Nair,Ahmedabad
535,2016,2016-03-28,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,bat,Delhi Capitals,47,0,Axar Patel,Delhi
536,2016,2016-04-03,Delhi Capitals,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Delhi Capitals,field,Delhi Capitals,57,0,Harry Brook,Hyderabad
537,2016,2016-03-27,Gujarat Lions,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Gujarat Lions,field,Gujarat Lions,0,2,Ruturaj Gaikwad,Pune
538,2016,2016-03-28,Delhi Capitals,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,bat,Delhi Capitals,0,5,Vipraj Nigam,Pune
539,2016,2016-03-29,Gujarat Lions,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Gujarat Lions,bat,Mumbai Indians,0,9,Tilak Varma,Hyderabad
540,2016,2016-04-15,Kolkata Knight Riders,Punjab Kings,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,field,Punjab Kings,0,1,Musheer Khan,Mumbai
541,2016,2016-03-31,Kolkata Knight Riders,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,bat,Kolkata Knight Riders,0,2,Cameron Green,Delhi
542,2016,2016-04-21,Sunrisers Hyderabad,Punjab Kings,"Holkar Cricket Stadium, Indore",Punjab Kings,bat,Sunrisers Hyderabad,0,7,Ishan Kishan,Indore
543,2016,2016-04-02,Rising Pune Supergiant,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,field,Sunrisers Hyderabad,24,0,Ishan Kishan,Mumbai
544,2016,2016-04-27,Gujarat Lions,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Gujarat Lions,bat,Gujarat Lions,43,0,Marcus Stoinis,Pune
545,2016,2016-04-30,Kolkata Knight Riders,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,field,Mumbai Indians,65,0,Suryakumar Yadav,Hyderabad
546,2016,2016-04-19,Mumbai Indians,Punjab Kings,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,Mumbai Indians,51,0,Hardik Pandya,Delhi
547,2016,2016-04-21,Kolkata Knight Riders,Mumbai Indians,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,field,Kolkata Knight Riders,40,0,Andre Russell,Mumbai
548,2016,2016-04-07,Gujarat Lions,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Gujarat Lions,bat,Sunrisers Hyderabad,68,0,Heinrich Klaasen,Kolkata
549,2016,2016-05-12,Rising Pune Supergiant,Gujarat Lions,"Eden Gardens, Kolkata",Rising Pune Supergiant,field,Rising Pune Supergiant,16,0,Phil Salt,Kolkata
550,2016,2016-04-27,Kolkata Knight Riders,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,field,Kolkata Knight Riders,0,5,Angkrish Raghuvanshi,Mumbai
551,2016,2016-04-10,Delhi Capitals,Mumbai Indians,"Eden Gardens, Kolkata",Delhi Capitals,field,Mumbai Indians,0,4,Ishan Kishan,Kolkata
552,2016,2016-05-21,Mumbai Indians,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,Mumbai Indians,0,6,Ishan Kishan,Chennai
553,2016,2016-04-12,Rising Pune Supergiant,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,bat,Rising Pune Supergiant,2,0,Dhruv Jurel,Mohali
554,2016,2016-04-13,Delhi Capitals,Punjab Kings,"DY Patil Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,0,8,Vipraj Nigam,Mumbai
555,2016,2016-04-14,Punjab Kings,Rising Pune Supergiant,"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,field,Rising Pune Supergiant,0,7,Ashutosh Sharma,Mohali
556,2016,2016-05-09,Mumbai Indians,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,69,0,Shahbaz Ahmed,Chennai
557,2016,2016-06-05,Mumbai Indians,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,bat,Mumbai Indians,39,0,namin thir,Jaipur
558,2016,2016-05-13,Sunrisers Hyderabad,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,Delhi Capitals,0,8,Vipraj Nigam,Kolkata
559,2016,2016-04-18,Royal Challengers Bengaluru,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,4,0,Rajat Patidar,Ahmedabad
560,2016,2016-06-14,Gujarat Lions,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Gujarat Lions,field,Gujarat Lions,84,0,Tim David,Pune
561,2016,2016-06-17,Royal Challengers Bengaluru,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,field,Royal Challengers Bengaluru,0,9,Manoj Bhandage,Chennai
562,2016,2016-05-21,Kolkata Knight Riders,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,bat,Delhi Capitals,0,3,Harry Brook,Ahmedabad
563,2016,2016-06-23,Kolkata Knight Riders,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kolkata Knight Riders,field,Kolkata Knight Riders,0,8,Manish Pandey,Dharamsala
564,2016,2016-04-23,Kolkata Knight Riders,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,bat,Mumbai Indians,59,0,Tilak Varma,Pune
565,2016,2016-04-24,Gujarat Lions,Sunrisers Hyderabad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Sunrisers Hyderabad,bat,Gujarat Lions,0,8,Kamindu Mendis,Dharamsala
566,2016,2016-04-25,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,field,Sunrisers Hyderabad,0,4,Travis Head,Lucknow
567,2016,2016-07-05,Kolkata Knight Riders,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,bat,Kolkata Knight Riders,74,0,Manish Pandey,Mumbai
568,2016,2016-04-27,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Punjab Kings,77,0,Josh Inglis,Mumbai
569,2016,2016-06-04,Gujarat Lions,Punjab Kings,"Ekana Cricket Stadium, Lucknow",Gujarat Lions,bat,Punjab Kings,49,0,Prabhsimran Singh,Lucknow
570,2016,2016-04-29,Rising Pune Supergiant,Gujarat Lions,"Narendra Modi Stadium, Ahmedabad",Gujarat Lions,field,Rising Pune Supergiant,0,5,Ashutosh Sharma,Ahmedabad
571,2016,2016-07-17,Delhi Capitals,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,bat,Punjab Kings,0,9,Prabhsimran Singh,Bengaluru
572,2016,2016-07-20,Gujarat Lions,Punjab Kings,"Brabourne Stadium, Mumbai",Punjab Kings,field,Punjab Kings,68,0,Glenn Maxwell,Mumbai
573,2016,2016-06-12,Kolkata Knight Riders,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,4,Adam Rossington,Lucknow
574,2016,2016-05-03,Delhi Capitals,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,bat,Mumbai Indians,79,0,Tilak Varma,Chennai
575,2016,2016-06-16,Rising Pune Supergiant,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rising Pune Supergiant,bat,Mumbai Indians,0,5,namin thir,Hyderabad
576,2016,2016-08-01,Royal Challengers Bengaluru,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,Royal Challengers Bengaluru,51,0,Tim David,Delhi
577,2016,2016-05-06,Mumbai Indians,Rising Pune Supergiant,"Eden Gardens, Kolkata",Rising Pune Supergiant,field,Rising Pune Supergiant,61,0,Hardik Pandya,Kolkata
578,2016,2016-08-07,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,field,Kolkata Knight Riders,0,1,Manish Pandey,Kolkata
579,2016,2016-05-08,Punjab Kings,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,field,Sunrisers Hyderabad,0,6,Abhishek Sharma,Ahmedabad
580,2016,2016-05-09,Kolkata Knight Riders,Gujarat Lions,"Holkar Cricket Stadium, Indore",Gujarat Lions,field,Gujarat Lions,0,7,Manoj Bhandage,Indore
581,2016,2016-06-28,Royal Challengers Bengaluru,Rising Pune Supergiant,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rising Pune Supergiant,bat,Royal Challengers Bengaluru,31,0,Phil Salt,Dharamsala
582,2016,2016-05-11,Gujarat Lions,Rising Pune Supergiant,"Arun Jaitley Stadium, Delhi",Rising Pune Supergiant,bat,Gujarat Lions,0,4,Vijay Shankar,Delhi
583,2016,2016-08-22,Mumbai Indians,Rising Pune Supergiant,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,bat,Mumbai Indians,68,0,Suryakumar Yadav,Mohali
584,2016,2016-05-13,Punjab Kings,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,bat,Royal Challengers Bengaluru,67,0,Virat Kohli,Dharamsala
585,2016,2016-05-14,Mumbai Indians,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,field,Mumbai Indians,67,0,namin thir,Pune
